OBJECTID,LIEN_WWW
"340",https://ge.ch/terextraitfoncier/rapport.aspx?commune=3&parcelle=2277
"341",https://ge.ch/terextraitfoncier/rapport.aspx?commune=3&parcelle=2541
"342",https://ge.ch/terextraitfoncier/rapport.aspx?commune=18&parcelle=11825
"343",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7445
"344",https://ge.ch/terextraitfoncier/rapport.aspx?commune=40&parcelle=2678
"345",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=10438
"346",https://ge.ch/terextraitfoncier/rapport.aspx?commune=40&parcelle=2403
"347",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=10445
"348",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7342
"349",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=1672
"350",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=3259
"351",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7934
"352",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=6848
"353",https://ge.ch/terextraitfoncier/rapport.aspx?commune=40&parcelle=2676
"354",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=10022
"355",https://ge.ch/terextraitfoncier/rapport.aspx?commune=12&parcelle=2163
"356",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=2874
"357",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=2877
"358",https://ge.ch/terextraitfoncier/rapport.aspx?commune=12&parcelle=1628
"359",https://ge.ch/terextraitfoncier/rapport.aspx?commune=12&parcelle=1627
"360",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7152
"361",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7219
"362",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7151
"363",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7153
"364",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7447
"365",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=1834
"366",https://ge.ch/terextraitfoncier/rapport.aspx?commune=40&parcelle=2489
"367",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7284
"368",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=6163
"369",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7382
"370",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7155
"371",https://ge.ch/terextraitfoncier/rapport.aspx?commune=40&parcelle=2386
"372",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=1116
"373",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7931
"374",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7362
"375",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=3096
"376",https://ge.ch/terextraitfoncier/rapport.aspx?commune=13&parcelle=3896
"377",https://ge.ch/terextraitfoncier/rapport.aspx?commune=13&parcelle=3897
"378",https://ge.ch/terextraitfoncier/rapport.aspx?commune=26&parcelle=1249
"379",https://ge.ch/terextraitfoncier/rapport.aspx?commune=26&parcelle=1670
"380",https://ge.ch/terextraitfoncier/rapport.aspx?commune=26&parcelle=2019
"381",https://ge.ch/terextraitfoncier/rapport.aspx?commune=26&parcelle=1467
"382",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=10113
"383",https://ge.ch/terextraitfoncier/rapport.aspx?commune=40&parcelle=2679
"384",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7420
"385",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7726
"386",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7813
"387",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7353
"388",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=10558
"389",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7161
"390",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7804
"391",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=10214
"392",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7159
"393",https://ge.ch/terextraitfoncier/rapport.aspx?commune=7&parcelle=7887
"394",https://ge.ch/terextraitfoncier/rapport.aspx?commune=39&parcelle=1268
"395",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=2874
"396",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=10446
"397",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=163
"398",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7791
"399",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=2454
"400",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=1485
"401",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=358
"402",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=1355
"403",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=2803
"404",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=3180
"405",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=2532
"406",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=362
"407",https://ge.ch/terextraitfoncier/rapport.aspx?commune=10&parcelle=494
"408",https://ge.ch/terextraitfoncier/rapport.aspx?commune=10&parcelle=492
"409",https://ge.ch/terextraitfoncier/rapport.aspx?commune=25&parcelle=1506
"410",https://ge.ch/terextraitfoncier/rapport.aspx?commune=10&parcelle=84
"411",https://ge.ch/terextraitfoncier/rapport.aspx?commune=18&parcelle=11438
"412",https://ge.ch/terextraitfoncier/rapport.aspx?commune=23&parcelle=4007
"413",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7541
"414",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7414
"415",https://ge.ch/terextraitfoncier/rapport.aspx?commune=40&parcelle=2455
"416",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7344
"417",https://ge.ch/terextraitfoncier/rapport.aspx?commune=42&parcelle=10196
"418",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=4073
"419",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=4825
"420",https://ge.ch/terextraitfoncier/rapport.aspx?commune=42&parcelle=10639
"421",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=4655
"422",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=4662
"423",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=5202
"424",https://ge.ch/terextraitfoncier/rapport.aspx?commune=25&parcelle=1479
"425",https://ge.ch/terextraitfoncier/rapport.aspx?commune=26&parcelle=2472
"426",https://ge.ch/terextraitfoncier/rapport.aspx?commune=25&parcelle=2237
"427",https://ge.ch/terextraitfoncier/rapport.aspx?commune=23&parcelle=4387
"428",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=6716
"429",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6271
"430",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=2414
"431",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=2412
"432",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=2162
"433",https://ge.ch/terextraitfoncier/rapport.aspx?commune=23&parcelle=4880
"434",https://ge.ch/terextraitfoncier/rapport.aspx?commune=23&parcelle=4360
"435",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=6693
"436",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=2686
"437",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=2323
"438",https://ge.ch/terextraitfoncier/rapport.aspx?commune=25&parcelle=1491
"439",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=2189
"440",https://ge.ch/terextraitfoncier/rapport.aspx?commune=6&parcelle=2648
"441",https://ge.ch/terextraitfoncier/rapport.aspx?commune=7&parcelle=7889
"442",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=61
"443",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=2430
"444",https://ge.ch/terextraitfoncier/rapport.aspx?commune=24&parcelle=1473
"445",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=826
"446",https://ge.ch/terextraitfoncier/rapport.aspx?commune=12&parcelle=3494
"447",https://ge.ch/terextraitfoncier/rapport.aspx?commune=36&parcelle=16303
"448",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=4835
"449",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=5382
"450",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=2737
"451",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=11009
"452",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=2548
"453",https://ge.ch/terextraitfoncier/rapport.aspx?commune=40&parcelle=2601
"454",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=8017
"455",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=1673
"456",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7680
"457",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7376
"458",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=10374
"459",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=10207
"460",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=3769
"461",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2865
"462",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2811
"463",https://ge.ch/terextraitfoncier/rapport.aspx?commune=23&parcelle=1808
"464",https://ge.ch/terextraitfoncier/rapport.aspx?commune=23&parcelle=3653
"465",https://ge.ch/terextraitfoncier/rapport.aspx?commune=23&parcelle=812
"466",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=1051
"467",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2757
"468",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2756
"469",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=3390
"470",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=1368
"471",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2735
"472",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2651
"473",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=3698
"474",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=1363
"475",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=4166
"476",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=4114
"477",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=3893
"478",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=3697
"479",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2298
"480",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=5572
"481",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6993
"482",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2720
"483",https://ge.ch/terextraitfoncier/rapport.aspx?commune=35&parcelle=811
"484",https://ge.ch/terextraitfoncier/rapport.aspx?commune=35&parcelle=1016
"485",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=2060
"486",https://ge.ch/terextraitfoncier/rapport.aspx?commune=35&parcelle=886
"487",https://ge.ch/terextraitfoncier/rapport.aspx?commune=35&parcelle=736
"488",https://ge.ch/terextraitfoncier/rapport.aspx?commune=35&parcelle=456
"489",https://ge.ch/terextraitfoncier/rapport.aspx?commune=35&parcelle=654
"490",https://ge.ch/terextraitfoncier/rapport.aspx?commune=38&parcelle=1949
"491",https://ge.ch/terextraitfoncier/rapport.aspx?commune=32&parcelle=1705
"492",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=3254
"493",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=2909
"494",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=2836
"495",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=3861
"496",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=4305
"497",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=4542
"498",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=4543
"499",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=3456
"500",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=3866
"501",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=2082
"502",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=3871
"503",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=2346
"504",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=3862
"505",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=2598
"506",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2719
"507",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2761
"508",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=3025
"509",https://ge.ch/terextraitfoncier/rapport.aspx?commune=12&parcelle=261
"510",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=1056
"511",https://ge.ch/terextraitfoncier/rapport.aspx?commune=12&parcelle=262
"512",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=1054
"513",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2680
"514",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=3461
"515",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=10845
"516",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7373
"517",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7369
"518",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=6854
"519",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=7446
"520",https://ge.ch/terextraitfoncier/rapport.aspx?commune=23&parcelle=5315
"521",https://ge.ch/terextraitfoncier/rapport.aspx?commune=36&parcelle=15406
"522",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=3244
"523",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=2563
"524",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=1520
"525",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=10792
"526",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=3384
"527",https://ge.ch/terextraitfoncier/rapport.aspx?commune=41&parcelle=10867
"528",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=3889
"529",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=3383
"530",https://ge.ch/terextraitfoncier/rapport.aspx?commune=48&parcelle=5357
"531",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=1968
"532",https://ge.ch/terextraitfoncier/rapport.aspx?commune=12&parcelle=1702
"533",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6848
"534",https://ge.ch/terextraitfoncier/rapport.aspx?commune=12&parcelle=1708
"535",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=5535
"536",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=3397
"537",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=3396
"538",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=5571
"539",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=3213
"540",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6013
"541",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6054
"542",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6683
"543",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=4238
"544",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6037
"545",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=2878
"546",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6565
"547",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=5259
"548",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6055
"549",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=3308
"550",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=5791
"551",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6175
"552",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=4822
"553",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=249
"554",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6172
"555",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=3038
"556",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6851
"557",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=5624
"558",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=228
"559",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6014
"560",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=5799
"561",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6061
"562",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6453
"563",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6562
"564",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=5339
"565",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6303
"566",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=7074
"567",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=237
"568",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=5257
"569",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=5445
"570",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6176
"571",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=5139
"572",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=4617
"573",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2616
"574",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=5733
"575",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6586
"576",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=5433
"577",https://ge.ch/terextraitfoncier/rapport.aspx?commune=13&parcelle=4097
"578",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=5265
"579",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=5260
"580",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6123
"581",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6502
"582",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6869
"583",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6272
"584",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6551
"585",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6880
"586",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6785
"587",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6561
"588",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6177
"589",https://ge.ch/terextraitfoncier/rapport.aspx?commune=26&parcelle=2351
"590",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6585
"591",https://ge.ch/terextraitfoncier/rapport.aspx?commune=26&parcelle=2350
"592",https://ge.ch/terextraitfoncier/rapport.aspx?commune=26&parcelle=2354
"593",https://ge.ch/terextraitfoncier/rapport.aspx?commune=26&parcelle=2353
"594",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2838
"595",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=4573
"596",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6458
"597",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=265
"598",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=309
"599",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6062
"600",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6948
"601",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=3579
"602",https://ge.ch/terextraitfoncier/rapport.aspx?commune=23&parcelle=5656
"603",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=3950
"604",https://ge.ch/terextraitfoncier/rapport.aspx?commune=24&parcelle=1927
"605",https://ge.ch/terextraitfoncier/rapport.aspx?commune=24&parcelle=1920
"606",https://ge.ch/terextraitfoncier/rapport.aspx?commune=24&parcelle=1926
"607",https://ge.ch/terextraitfoncier/rapport.aspx?commune=31&parcelle=2700
"608",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=5831
"609",https://ge.ch/terextraitfoncier/rapport.aspx?commune=8&parcelle=3029
"610",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=5309
"611",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=2901
"612",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=3017
"613",https://ge.ch/terextraitfoncier/rapport.aspx?commune=12&parcelle=491
"614",https://ge.ch/terextraitfoncier/rapport.aspx?commune=12&parcelle=503
"615",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=2641
"616",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=2643
"617",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=862
"618",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=2535
"619",https://ge.ch/terextraitfoncier/rapport.aspx?commune=13&parcelle=4305
"620",https://ge.ch/terextraitfoncier/rapport.aspx?commune=13&parcelle=3730
"621",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=3069
"622",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=4637
"623",https://ge.ch/terextraitfoncier/rapport.aspx?commune=13&parcelle=3934
"624",https://ge.ch/terextraitfoncier/rapport.aspx?commune=13&parcelle=3955
"625",https://ge.ch/terextraitfoncier/rapport.aspx?commune=13&parcelle=3886
"626",https://ge.ch/terextraitfoncier/rapport.aspx?commune=13&parcelle=4257
"627",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=2496
"628",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=830
"629",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=2603
"630",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=2605
"631",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=1928
"632",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=2607
"633",https://ge.ch/terextraitfoncier/rapport.aspx?commune=17&parcelle=1402
"634",https://ge.ch/terextraitfoncier/rapport.aspx?commune=17&parcelle=1396
"635",https://ge.ch/terextraitfoncier/rapport.aspx?commune=17&parcelle=1298
"636",https://ge.ch/terextraitfoncier/rapport.aspx?commune=22&parcelle=2880
"637",https://ge.ch/terextraitfoncier/rapport.aspx?commune=13&parcelle=4236
"638",https://ge.ch/terextraitfoncier/rapport.aspx?commune=13&parcelle=3520
"639",https://ge.ch/terextraitfoncier/rapport.aspx?commune=23&parcelle=4114
"640",https://ge.ch/terextraitfoncier/rapport.aspx?commune=23&parcelle=4101
"641",https://ge.ch/terextraitfoncier/rapport.aspx?commune=23&parcelle=5646
"642",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=6475
"643",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=6476
"644",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=6481
"645",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=6479
"646",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=6478
"647",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=6480
"648",https://ge.ch/terextraitfoncier/rapport.aspx?commune=43&parcelle=6482
"649",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=5316
"650",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=3729
"651",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=552
"652",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2251
"653",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=3353
"654",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=5453
"655",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=261
"656",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=255
"657",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2695
"658",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=3631
"659",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=5257
"660",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=4672
"661",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2829
"662",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=561
"663",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2787
"664",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=1309
"665",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2986
"666",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=3346
"667",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=2987
"668",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=4000
"669",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6514
"670",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=3284
"671",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=3701
"672",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6910
"673",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6708
"674",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=5373
"675",https://ge.ch/terextraitfoncier/rapport.aspx?commune=46&parcelle=4985
"676",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6810
"677",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=4776
"678",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6299
"679",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=5163
"680",https://ge.ch/terextraitfoncier/rapport.aspx?commune=47&parcelle=6532
